,DWH_CARDUP_PAYMENT_ID,CARDUP_PAYMENT_CUSTOMER_COMPANY_ID,CARDUP_PAYMENT_SUCCESS_AT_UTC_TS,CARDUP_PAYMENT_PAYEE_NAME,CARDUP_PAYMENT_PAYMENT_TYPE,CARDUP_PAYMENT_SCHEDULE_TYPE,CARDUP_PAYMENT_USD_AMT,CARDUP_PAYMENT_NET_REVENUE_USD_AMT,CARDUP_PAYMENT_TOTAL_REVENUE_USD_AMT,PAYEE_NAME_WITH_SPACES,tokens,tokens_corpus
5236,fdcef2b5bd12c694a70ed063e88afaa1,,2024-04-16 04:10:04,177319_NEW CREATION CHURCH - TITHE,Misc,recurring,151.676,0.682542,2.806006, new creation church  tithe,"['new', 'creation', 'church', 'tithe']",new creation church tithe
5243,e85a474d8600e5931476734430b75efd,,2024-05-10 04:13:36,195303_Singapore Island Country Club,Misc,recurring,492.947,2.5178216,9.1233114,  island country club,"['island', 'country', 'club']",island country club
5244,d327623d6175f94e1c3c2aa339b2cf13,,2024-07-09 04:29:35,221260_Cyclin Cool Air-Condition Engineering,Misc,recurring,644.623,3.3975424,11.9293174, cyclin cool aircondition engineering,"['cyclin', 'cool', 'aircondition', 'engineering']",cyclin cool aircondition engineering
5249,c4a6e168459fde4bc8ff035594d2d9f6,,2024-06-25 04:16:35,117000_Chong Aik International Pte Ltd,Misc,recurring,315.48608,1.6001818,5.839526, chong aik international  ,"['chong', 'aik', 'international']",chong aik international
5251,2a7f090cab48eb02697d24f2c7e01a2e,,2024-02-20 04:29:27,74094_Mercedes-Benz Fleet Management Singapore Pte Ltd,Misc,recurring,2688.495019,14.2802954,49.7345604, mercedesbenz fleet management   ,"['mercedesbenz', 'fleet', 'management']",mercedesbenz fleet management
5259,846a6ba17378a57239b6688172ce03b6,,2024-05-07 10:00:27,196751_Gem Floriculture Pte Ltd,Misc,recurring,1321.173798,3.7388134,34.3470302, gem floriculture  ,"['gem', 'floriculture']",gem floriculture
5261,2dc8ab9b5b3ff722f478730b346e3153,,2024-01-29 01:42:05,148157_ClearHorizon Pte Ltd,Misc,recurring,22751.4,-68.6864766,511.9065, clearhorizon  ,['clearhorizon'],clearhorizon
5265,0238448a6ae58d58a0e15a19b8ca4090,,2024-09-17 15:18:06,223780_PERFECT COOL AIR-COND SERVICES,Misc,recurring,4269.6794,26.732895,82.5724144, perfect cool aircond services,"['perfect', 'cool', 'aircond', 'services']",perfect cool aircond services
5266,8f824d0da1e69bf891e04f6656ffff85,,2024-08-20 04:03:03,142076_CREV Consultancy Pte Ltd,Misc,recurring,2123.464,5.9077802,55.210064, crev consultancy  ,"['crev', 'consultancy']",crev consultancy
5272,2deb4407509e178ee8621fbf3cdb83c9,,2024-04-02 04:10:37,179883_Kinetic Holdings Pte Ltd,Misc,recurring,360.1243268,1.7973606,6.6585764, kinetic holdings  ,"['kinetic', 'holdings']",kinetic holdings
5277,9da9cef5cb88a2b9bffe4b1f7254701f,,2024-08-27 04:31:35,172039_National University of Singapore Society,Misc,recurring,288.1616486,1.4485058,5.3314114, national university of  society,"['national', 'university', 'society']",national university society
5279,8b241e129a8c390cd65d661202e36a6f,,2023-12-26 04:12:28,81162_BIS MOTORING,Misc,recurring,389.124778,1.9566204,7.1970262, bis motoring,"['bis', 'motoring']",bis motoring
5280,47aab60661747cd3acd10953d38714a0,,2024-02-29 04:06:29,174225_RS Transport Services,Misc,recurring,128.9246,0.606704,2.426816, rs transport services,"['rs', 'transport', 'services']",rs transport services
5282,bed6a7990a3f6b5f18bc70cfbee15577,,2024-01-08 04:00:25,80074_Tampines Town Council,Misc,recurring,64.538138,1.5850142,2.578492, tampines town council,"['tampines', 'town', 'council']",tampines town council
5289,196155937e1b4202b4ff6b53fadedd0b,,2024-05-28 04:01:15,63405_Seah Yoke Leng Janice,Misc,recurring,2275.89838,28.9246132,59.1763914, seah yoke leng janice,"['seah', 'yoke', 'leng', 'janice']",seah yoke leng janice
5294,ae81c8da646104a97b3d2bcc2683a4bb,,2024-07-04 15:02:15,133366_Life Mastery Coaching Singapore LLP,Misc,recurring,1592.598,8.569694,29.463063, life mastery coaching  ,"['life', 'mastery', 'coaching']",life mastery coaching
5301,82f1ab8d41e55907c85352814ac29356,,2024-09-04 04:04:31,184116_BIG ONE TRANSPORT SERVICE,Misc,recurring,144.0922,0.6597906,2.6694976, big one transport service,"['big', 'one', 'transport', 'service']",big one transport service
5304,77b403fb903db9c1cfbc7db15e0c08ef,,2024-06-26 04:18:48,153205_Allianz Care Counselling Pte Ltd,Misc,recurring,204.7626,0.9934778,3.7919, allianz care counselling  ,"['allianz', 'care', 'counselling']",allianz care counselling
5309,9945e3157d411f842296ce5f2405df92,,2024-01-29 04:17:24,117849_The Wedding Stylist Pte Ltd,Misc,recurring,1122.4024,5.8850288,20.7644444, the wedding stylist  ,"['wedding', 'stylist']",wedding stylist
5311,6b09d1b9ae3d5058da4d180cd21fe510,,2024-08-16 04:06:35,183830_New Creation Church,Misc,recurring,758.38,4.0118302,14.03003, new creation church,"['new', 'creation', 'church']",new creation church
5314,02f7e0b5f50bd98741ebf5e4be311a06,,2024-07-09 04:18:10,197008_PASIR RIS-PUNGGOL TOWN COUNCIL,Misc,recurring,28.856359,0.0227514,0.530866, pasir rispunggol town council,"['pasir', 'rispunggol', 'town', 'council']",pasir rispunggol town council
5316,b7894a73fee15ce3dc2189b17cf41245,,2024-02-08 04:04:25,142327_CHEONG TAILOR,Misc,recurring,1516.76,7.2576966,27.30168, cheong tailor,"['cheong', 'tailor']",cheong tailor
5324,b07f239a0901285786693755c8e7e008,,2024-09-05 04:02:45,119169_Novel Haven Pte Ltd,Misc,recurring,242.6816,1.1982404,4.4896096, novel haven  ,['novel'],novel
5331,56aeeb12dfc0c53083ed6a43fad0b00f,,2023-10-12 04:01:54,127845_BOXPARK PTE LTD,Misc,recurring,482.7392052,2.4116484,8.9337164, boxpark  ,['boxpark'],boxpark
5332,79bb181312a215a4d8add40766aac8b9,,2024-06-10 04:07:34,208366_Wingcharm Investment Pte Ltd,Misc,recurring,515.5694754,2.426816,9.5404204, wingcharm investment  ,"['wingcharm', 'investment']",wingcharm investment
5337,d6b83c5e4ba55155ac8203f0edf386f6,,2024-07-15 04:12:29,82992_O2 Digital,Misc,recurring,12815.86362,69.8998846,237.0923394, o digital,['digital'],digital
5339,59a71d83a0a8bfee1a7506a263cd0f26,,2023-11-28 04:04:59,78590_Kinto Singapore Pte Ltd,Misc,recurring,2037.7973952,25.8835094,52.9804268, kinto   ,['kinto'],kinto
5340,645e9c056e0be26709d823dc0a5d821b,,2024-01-30 04:03:15,93925_The Ideal Greenery,Misc,recurring,341.271,1.706355,6.3173054, the ideal greenery,"['ideal', 'greenery']",ideal greenery
5343,d374d3873a3fe84427fe2953e6ac1860,,2024-05-20 04:07:35,173442_Peh Bus Service,Misc,recurring,241.92322,-0.2806006,5.4451684, peh bus service,"['peh', 'bus', 'service']",peh bus service
5348,b691ece1b7c601b033bab11657acd479,,2024-07-09 04:32:12,221422_Sembawang Country Club,Misc,recurring,227.514,1.6229332,4.891551, sembawang country club,"['sembawang', 'country', 'club']",sembawang country club
5353,874e559037eeda6c3da7d94603e37ded,,2023-10-05 04:03:55,89046_KMAC INTERNATIONAL PTE. LTD.,Misc,recurring,303.352,1.4636734,5.612012, kmac international  ,"['kmac', 'international']",kmac international
5354,a62ca6b2e9b7970a2624385fbe8e9d44,,2024-05-20 04:49:29,201509_Johan TKD Pte Ltd ,Misc,recurring,691.64256,5.1342326,14.8718318, johan tkd   ,"['johan', 'tkd']",johan tkd
5355,ccd0bb586d1d5dcd6c79b9938013b20d,,2024-08-27 04:45:51,29483_EAST COAST - FENGSHAN TOWN COUNCIL,Misc,recurring,82.28423,0.3261034,1.5243438, east coast  fengshan town council,"['east', 'coast', 'fengshan', 'town', 'council']",east coast fengshan town council
5359,37fb82af6dc575beba3064fa5918968f,,2024-02-20 04:22:52,22507_MOVA Automotive Pte Ltd,Misc,recurring,2066.5855,10.9510072,38.2299358, mova automotive  ,"['mova', 'automotive']",mova automotive
5363,3eef221919693691c977e66cd77f107b,,2023-12-12 04:15:29,147662_SUN CITY MAINTENANCE PTE. LTD.,Misc,recurring,1322.766396,-0.0985894,29.7588312, sun city maintenance  ,"['sun', 'city', 'maintenance']",sun city maintenance
5364,55fffb6c46af239ed7473c0d965111d3,,2024-01-12 10:27:05,156834_Fitness International Federation Pte Ltd,Misc,recurring,4482.973775,33.975424,96.3825142, fitness international federation  ,"['fitness', 'international', 'federation']",fitness international federation
5370,2a3edfca09ae08b47e3148056caa64ad,,2024-07-29 04:11:22,175238_The Pestman PTE LTD,Misc,recurring,148.794156,1.782193,3.867738, the pestman  ,['pestman'],pestman
5373,273cb7d822e6b33168fe46db5e1be42b,,2023-12-26 04:17:21,136328_LFG CONTENT CO. PTE. LTD.,Misc,recurring,284.01331,0.6901258,4.5426962, lfg content co  ,"['lfg', 'content', 'co']",lfg content co
5375,84eeed44195083afd3ffa190c47d8ea4,,2024-02-21 01:24:04,148157_ClearHorizon Pte Ltd,Misc,recurring,22751.4,-68.6864766,511.9065, clearhorizon  ,['clearhorizon'],clearhorizon
5385,116f90b2ccd23f69d80b9b695f353b5b,,2024-07-04 12:27:04,216657_S.Shankar Cardio Thoracic & Vascular Surgical Clinic Pte Ltd. ,Misc,recurring,6901.258,47.7248534,137.9417382, sshankar cardio thoracic  vascular surgical clinic   ,"['sshankar', 'cardio', 'thoracic', 'vascular', 'surgical', 'clinic']",sshankar cardio thoracic vascular surgical clinic
5391,3831611ad2742797515b59fc0ec730cd,,2024-07-15 04:10:51,136974_TRIPLE 3 NINE CONSULTING,Misc,recurring,2230.39558,12.058242,41.2634558, triple  nine consulting,"['triple', 'nine', 'consulting']",triple nine consulting
5393,b18ab6525c9aaaa528875da17b010e5e,,2023-12-26 04:16:05,133264_Goh Transport Services Co Pte Ltd,Misc,recurring,307.1439,1.51676,5.6802662, goh transport services co  ,"['goh', 'transport', 'services', 'co']",goh transport services co
5395,972d4e61376c4d877efaaf7c81850353,,2024-01-22 04:22:08,156652_Tong Tar Transport Service Pte Ltd,Misc,recurring,204.7626,0.9707264,3.7919, tong tar transport service  ,"['tong', 'tar', 'transport', 'service']",tong tar transport service
5404,57246408b73cb820b9a304c7a4b0a22d,,2024-03-26 04:02:07,80074_Tampines Town Council,Misc,recurring,51.114812,0.1440922,0.947975, tampines town council,"['tampines', 'town', 'council']",tampines town council
5406,1acabd096c8343234fe6332b4768016c,,2023-11-02 15:00:53,148053_T&L Accountancy LLP,Misc,recurring,2275.14,12.0734096,42.09009, tl accountancy ,"['tl', 'accountancy']",tl accountancy
5416,61c20cdec6c8dba340c3c1a13ad87eb7,,2024-07-26 04:09:25,140159_EXXONMOBIL ASIA PACIFIC PTE LTD,Misc,recurring,98.5894,-0.189595,1.8276958, exxonmobil asia pacific  ,"['exxonmobil', 'asia', 'pacific']",exxonmobil asia pacific
5417,24c6187093836f7b889acfcf6f0e6862,,2023-12-05 04:00:07,4695_ELDERLY GARDENS CARE CENTRE (M) SDN BHD,Misc,recurring,566.2975136,2.94910320544,7.6450164336, elderly gardens care centre m  ,"['elderly', 'gardens', 'care', 'centre']",elderly gardens care centre
5421,26f8dab95381ca0455481b682cdeb911,,2024-09-27 15:00:48,244187_Mercedes-Benz Fleet Management Singapore Pte. Ltd,Misc,recurring,1478.841,7.9554062,27.3623504, mercedesbenz fleet management   ,"['mercedesbenz', 'fleet', 'management']",mercedesbenz fleet management
5424,294731af4eead8929dad40ec9330c43e,,2023-11-03 04:00:06,4695_ELDERLY GARDENS CARE CENTRE (M) SDN BHD,Misc,recurring,566.2975136,2.94910320544,7.6450164336, elderly gardens care centre m  ,"['elderly', 'gardens', 'care', 'centre']",elderly gardens care centre
5430,fbd6aa4fcd9be9f5e3b7c1f4c758f024,,2023-12-26 04:02:25,78590_Kinto Singapore Pte Ltd,Misc,recurring,2037.7973952,25.8835094,52.9804268, kinto   ,['kinto'],kinto
5431,13e4a30f88fae64bdf1716edd370e3f7,,2023-10-30 04:00:18,63405_Seah Yoke Leng Janice,Misc,recurring,2275.89838,28.6895154,59.1763914, seah yoke leng janice,"['seah', 'yoke', 'leng', 'janice']",seah yoke leng janice
5439,36e9addeb7903e485b3202eb547bf3cb,,2024-07-03 17:59:35,117038_Sustainability Collective Pte Ltd,Misc,recurring,7204.61,39.246165,133.285285, sustainability collective  ,"['sustainability', 'collective']",sustainability collective
5440,d00e13ed6c47af641eabd5c1ef8b1be7,,2024-01-17 07:00:12,47912_The American Club ,Misc,recurring,1137.57,3.1624446,18.20112, the american club ,"['american', 'club']",american club
5442,c4479e778a77389969c1d9e511037c13,,2024-08-12 04:14:18,210499_STORHUB TOH GUAN PTE. LTD.,Misc,recurring,98.5894,0.1213408,2.578492, storhub toh guan  ,"['storhub', 'toh', 'guan']",storhub toh guan
5443,94a8c07158c0c6fc1190f20e1f16240b,,2024-09-17 05:33:25,240316_Nema United Pte Ltd,Misc,recurring,136.4932324,0.6142878,2.5254054, nema united  ,"['nema', 'united']",nema united
5444,591837f42c94765ade3dbe82f40e0e4f,,2024-09-10 04:38:57,237650_KK Women's and Children's Hospital Pte Ltd,Misc,recurring,758.38,4.0118302,14.03003, kk womens and childrens hospital  ,"['kk', 'womens', 'childrens', 'hospital']",kk womens childrens hospital
5455,95509f9e680e3c02ccf21db09ebafa14,,2024-06-20 04:19:56,211920_The Bio Cocoon,Misc,recurring,353.40508,1.7973606,6.5372356, the bio cocoon,"['bio', 'cocoon']",bio cocoon
5457,8e53ecdd502ad0626ace784a9ce98844,,2024-10-14 04:08:19,244881_First Maid Pte Ltd,Misc,recurring,198.69556,0.9328074,3.678143, first maid  ,"['first', 'maid']",first maid
5466,537f2a8632c018bc223e62effe5635e1,,2023-11-07 07:00:27,147412_Star Performance Motor Pte Ltd,Misc,recurring,7583.8,40.5278272,140.3003, star performance motor  ,"['star', 'performance', 'motor']",star performance motor
5468,a6a183df986d8ef050943d7fb11d1f7d,,2024-04-01 10:00:27,52606_X-TREME AUTO PTE LTD,Misc,recurring,947.975,11.9748202,24.64735, xtreme auto  ,"['xtreme', 'auto']",xtreme auto
5471,43aa81e16c17fcef7c64b89cf986325d,,2023-11-23 04:01:51,97263_StorHub 37 Tampines Pte Ltd,Misc,recurring,298.953396,1.327165,5.384498, storhub  tampines  ,"['storhub', 'tampines']",storhub tampines
5476,9fcb9a430ac6165cdd0aa24252bfcf27,,2024-08-14 10:01:25,231978_Nippon Express (S) Pte Ltd,Misc,recurring,758.38,4.0118302,14.03003, nippon express s  ,"['nippon', 'express']",nippon express
5480,38e1469cf6b2273b4f38fccd06066431,,2024-10-15 13:12:07,241262_Aljunied-Hougang Town Council,Misc,recurring,111.6942064,0.4701956,2.0627936, aljuniedhougang town council,"['aljuniedhougang', 'town', 'council']",aljuniedhougang town council
5490,5e46fc24d46dc29ff26b4050c0a58f62,,2024-03-26 04:21:16,93928_ SAQUARIES INTERNATIONAL PTE LTD,Misc,recurring,318.5196,1.5774304,5.8926126,  saquaries international  ,"['saquaries', 'international']",saquaries international
5491,fed37a1156dd6c75c15c7204905dc5ef,,2024-01-30 10:00:48,168191_P & C Maintenance Services Pte. Ltd,Misc,recurring,63.70392,0.7507962,2.578492, p  c maintenance services  ,"['p', 'c', 'maintenance', 'services']",p c maintenance services
5492,ee662095bc0900fca8119c4002de495a,,2024-08-13 04:06:09,148835_Surge Plus Pte Ltd,Misc,recurring,477.7794,2.4874864,8.8427108, surge plus  ,"['surge', 'plus']",surge plus
5501,87fc93418f6426d5c29c3c206fe6db82,,2024-02-13 04:07:43,144821_MARINE PARADE TOWN COUNCIL,Misc,recurring,82.815096,1.3499164,2.578492, marine parade town council,"['marine', 'parade', 'town', 'council']",marine parade town council
5504,0c0cfc3bcc51f142aa5e78332d2d30b3,,2024-08-27 15:01:05,210411_FLYWIRE (SINGAPORE) PTE. LTD.,Misc,recurring,1782.193,9.6086746,32.9743624, flywire   ,['flywire'],flywire
5511,ab297f5639fa760c69201f8d0a65b374,,2024-07-04 04:02:39,184116_BIG ONE TRANSPORT SERVICE,Misc,recurring,144.0922,0.6597906,2.6694976, big one transport service,"['big', 'one', 'transport', 'service']",big one transport service
5514,7f7e482fc127aa1b07ce9b1408efac52,,2024-09-26 04:01:46,80074_Tampines Town Council,Misc,recurring,54.072494,0.1365084,0.9707264, tampines town council,"['tampines', 'town', 'council']",tampines town council
5515,d098ad9643635b4fce7decf80b5cd211,,2024-01-03 10:00:09,108876_Luce Maintenance Group Pte. Ltd,Misc,recurring,108.1146528,0.455028,2.0021232, luce maintenance group  ,"['luce', 'maintenance', 'group']",luce maintenance group
5516,b2d7dbd552c53d3bf2a7410e4233e016,,2024-07-24 04:07:42,183522_Full Gospel Assembly,Misc,recurring,375.3981,1.9262852,6.9467608, full gospel assembly,"['full', 'gospel', 'assembly']",full gospel assembly
5517,925a45219efe1847d48ab4c866ac0833,,2024-08-27 15:01:36,112839_ORIX Leasing Singapore Limited,Misc,recurring,851.433226,-0.682542,15.7515526, orix leasing  ,"['orix', 'leasing']",orix leasing
5521,e315841bae6654c8f15facbcaf25edd3,,2024-06-18 04:11:26,189550_ANG MO KIO TOWN COUNCIL,Misc,recurring,80.76747,0.3109358,1.4940086, ang mo kio town council,"['ang', 'mo', 'kio', 'town', 'council']",ang mo kio town council
5523,465bd5c4553f6a72c2d62f0942ce1bbb,,2023-11-27 02:05:23,4434_Shark Fin Swim Academy,Misc,recurring,47.91748192,-0.16117698464,0.64688600592, shark fin swim academy,"['shark', 'fin', 'swim', 'academy']",shark fin swim academy
5524,915599f84d0077bcb4b27a9446a3234c,,2023-11-10 04:02:55,76308_VINCAR LEASING AND RENTAL PTE LTD,Misc,recurring,3235.24908,17.215226,59.8513496, vincar leasing and rental  ,"['vincar', 'leasing', 'rental']",vincar leasing rental
5527,a224c91c564fc85a56df8af4c0012831,,2024-08-20 04:49:14,214464_StorHub 15 Changi Pte Ltd,Misc,recurring,402.5708554,0.9783102,10.465644, storhub  changi  ,"['storhub', 'changi']",storhub changi
5529,019c13be429d3ab0347ac87b522cce47,,2023-11-28 04:02:51,57205_ST AUTO PTE LTD,Misc,recurring,1962.68744,24.9279506,51.0313902, st auto  ,"['st', 'auto']",st auto
5547,3ea82818f992ded31e9da054b105cf9e,,2024-07-30 04:14:01,210499_STORHUB TOH GUAN PTE. LTD.,Misc,recurring,98.5894,0.1213408,2.578492, storhub toh guan  ,"['storhub', 'toh', 'guan']",storhub toh guan
5550,7148d6d4eb0f0e7181422135cda90cb9,,2024-02-20 04:27:33,148835_Surge Plus Pte Ltd,Misc,recurring,477.7794,2.4343998,8.8427108, surge plus  ,"['surge', 'plus']",surge plus
5560,c9a7ddf9e49e29bf500aa3e021bacf9a,,2024-10-14 15:00:24,236651_SG International Solutions Pte. Ltd.,Misc,recurring,4739.875,22.4783832,85.31775, sg international solutions  ,"['sg', 'international', 'solutions']",sg international solutions
5565,9c5f9dc932b298de873e2257b71e5b60,,2024-10-07 11:57:08,236651_SG International Solutions Pte. Ltd.,Misc,recurring,4739.875,22.4783832,85.31775, sg international solutions  ,"['sg', 'international', 'solutions']",sg international solutions
5573,3a7bee2d741b413b7d47843154139df5,,2024-05-28 04:21:34,61077_Ee Bee Hui,Misc,recurring,758.38,3.9359922,14.03003, ee bee hui,"['ee', 'bee', 'hui']",ee bee hui
5574,a38401f39d6f8ce4fa8bfc56b6fd63df,,2024-09-11 15:01:08,142881_LODGE ST ANDREW NO.1437 S.C.,Misc,recurring,379.19,1.9414528,7.015015, lodge st andrew no sc,"['lodge', 'st', 'andrew', 'sc']",lodge st andrew sc
5576,a707fc74256ab3f48e9ef34afb0fef1a,,2023-11-21 04:15:38,90275_Ronnie Kitchen,Misc,recurring,243.2579688,1.175489,4.4971934, ronnie kitchen,"['ronnie', 'kitchen']",ronnie kitchen
5584,43ba7b7d7327d15a1fd604cd02190ff9,,2024-07-05 04:05:41,196751_Gem Floriculture Pte Ltd,Misc,recurring,1321.173798,3.602305,34.3470302, gem floriculture  ,"['gem', 'floriculture']",gem floriculture
5589,3dbb34220145c6d6d742a7e780644972,,2024-04-02 04:08:05,174225_RS Transport Services,Misc,recurring,128.9246,1.51676,3.3520396, rs transport services,"['rs', 'transport', 'services']",rs transport services
5591,74c5a6de2823d9f0f989ef6f94c5beef,,2024-08-13 04:13:19,198877_TANJONG PAGAR TOWN COUNCIL,Misc,recurring,38.67738,0.075838,0.7128772, tanjong pagar town council,"['tanjong', 'pagar', 'town', 'council']",tanjong pagar town council
5599,752bd8e5c4c0fa1fdf9517e7cdeb5936,,2024-09-24 04:19:01,214395_ROHEI CORPORATION PTE. LTD.,Misc,recurring,606.704,3.185196,11.224024, rohei corporation  ,"['rohei', 'corporation']",rohei corporation
5606,2bb41a046e815f517f52d6045c7e165a,,2024-04-18 04:02:20,74094_Mercedes-Benz Fleet Management Singapore Pte Ltd,Misc,recurring,2688.495019,34.1877704,69.8998846, mercedesbenz fleet management   ,"['mercedesbenz', 'fleet', 'management']",mercedesbenz fleet management
5610,ad5ddbbffd3b56197960f4d72d0609a4,,2024-03-26 04:01:31,78590_Kinto Singapore Pte Ltd,Misc,recurring,2056.6658896,26.126191,53.4733738, kinto   ,['kinto'],kinto
5618,b123f123cd1cd8e0fd5952493880d10b,,2024-09-18 04:10:30,233702_Combat Pest Control (1987) Pte Ltd,Misc,recurring,341.271,1.7366902,6.3173054, combat pest control   ,"['combat', 'pest', 'control']",combat pest control
5619,0e09dd67602039fc9cedde77736f676e,,2024-09-23 04:15:36,136661_Tong Tar Transport Service Pte Ltd,Misc,recurring,204.7626,0.9934778,3.7919, tong tar transport service  ,"['tong', 'tar', 'transport', 'service']",tong tar transport service
5622,79ca163d24fe3f49b1a3286d005b102a,,2024-08-19 15:00:28,223816_NATION COOL AIRCONDITIONING & ENGINEERING PTE. LTD. f.k.a WEIKEN AIR-CONDITIONING & ENGINEERING (S) PTE. LTD.,Misc,recurring,2654.33,14.3864686,49.105105, nation cool airconditioning  engineering   fka weiken airconditioning  engineering s  ,"['nation', 'cool', 'airconditioning', 'engineering', 'fka', 'weiken', 'airconditioning', 'engineering']",nation cool airconditioning engineering fka weiken airconditioning engineering
5631,a306b9c811dc6128194a4ab5c12fe984,,2024-06-04 04:59:30,195303_Singapore Island Country Club,Misc,recurring,492.947,2.5709082,9.1233114,  island country club,"['island', 'country', 'club']",island country club
5643,de7f15790c51d60cf1d9634eeb6e58fd,,2024-09-11 04:05:50,197078_Helian Services (Pte.) (Ltd.),Misc,recurring,439.8604,2.27514,8.1374174, helian services  ,"['helian', 'services']",helian services
5644,52b682822b4ffb922486a62cf676ce48,,2024-06-27 11:15:07,216657_S.Shankar Cardio Thoracic & Vascular Surgical Clinic Pte Ltd. ,Misc,recurring,6901.258,37.5701452,127.673273, sshankar cardio thoracic  vascular surgical clinic   ,"['sshankar', 'cardio', 'thoracic', 'vascular', 'surgical', 'clinic']",sshankar cardio thoracic vascular surgical clinic
5648,64115562c7f7631fd951e1a6544c29a3,,2024-07-16 04:07:30,148835_Surge Plus Pte Ltd,Misc,recurring,477.7794,2.4874864,8.8427108, surge plus  ,"['surge', 'plus']",surge plus
5662,fa49a0c47fea820b6c6e637bd9176117,,2024-06-26 04:04:08,80074_Tampines Town Council,Misc,recurring,54.072494,0.1365084,0.9707264, tampines town council,"['tampines', 'town', 'council']",tampines town council
5663,5f8766db985534d81cd19a1daeb1f45d,,2024-07-29 04:07:49,90645_MOUNT PRAJNA LTD.,Misc,recurring,182.0112,0.5991202,3.0941904, mount prajna ,"['mount', 'prajna']",mount prajna
5664,42b16e46f87b0a4fff33a2dca0675f60,,2024-06-03 04:01:20,137852_SIPM CONSULTANTS PTE. LTD.,Misc,recurring,5071.7648394,15.0614268,81.14666, sipm consultants  ,"['sipm', 'consultants']",sipm consultants
5676,e6b5c3ce7dcb985407516d66403cf7b5,,2024-09-16 04:01:53,26877_SPD,Misc,recurring,343.015274,4.284847,8.9185488, spd,['spd'],spd
5678,04edb3fd9ba230dcd2043622b7c22723,,2024-08-05 04:34:55,174661_CLEAR WATER SERVICES PTE LTD,Misc,recurring,148.794156,1.782193,3.867738, clear water services  ,"['clear', 'water', 'services']",clear water services
5681,94c2d12d7dda164e641181200e60b034,,2024-06-12 04:01:31,90275_Ronnie Kitchen,Misc,recurring,245.5103574,0.8493856,4.17109, ronnie kitchen,"['ronnie', 'kitchen']",ronnie kitchen
5683,ecd7daf9886d758e8803de1a13bf6733,,2023-11-23 04:03:37,22126_Pats School House Pte Ltd,Misc,recurring,400.310883,4.9749728,10.4049736, pats school house  ,"['pats', 'school', 'house']",pats school house
5689,59355338846983e2c6814290aafc1851,,2024-01-09 04:17:47,81162_BIS MOTORING,Misc,recurring,414.07548,2.0931288,7.659638, bis motoring,"['bis', 'motoring']",bis motoring
5690,696b12a3165cdb4e148edab8795f5918,,2024-07-02 04:43:18,217175_Huttons Asia Pte Ltd,Misc,recurring,5373.1223,29.2203814,99.4008666, huttons asia  ,"['huttons', 'asia']",huttons asia
5692,791d6bea14312a2ce3a81c68058a0721,,2024-02-05 15:00:29,61353_THE TANGLIN CLUB,Misc,recurring,886.584139,4.626118,16.4037594, the tanglin club,"['tanglin', 'club']",tanglin club
5698,073a7d3941d7b36af5226bd7ad78fc53,,2024-06-21 04:04:11,167458_Chinese Swimming Club,Misc,recurring,82.66342,0.3261034,1.5319276, chinese swimming club,"['chinese', 'swimming', 'club']",chinese swimming club
5701,b94badd9cade6cd3c13a9c50d5806c97,,2024-09-25 04:12:13,61507_CL LEASING PTE. LTD.,Misc,recurring,1347.413746,17.2076422,35.0295722, cl leasing  ,"['cl', 'leasing']",cl leasing
5704,babc1a9f2a89dca7e2797934f09d288c,,2024-08-20 04:32:19,200684_THONG LEE TRADING PRIVATE LIMITED,Misc,recurring,740.93726,1.9414528,19.262852, thong lee trading  ,"['thong', 'lee', 'trading']",thong lee trading
5710,016cff294ca3aed3ba0b3f33923b1fef,,2024-04-15 04:01:01,128169_NEWLIFT HOLDINGS PTE LTD,Misc,recurring,371.98539,4.6185342,9.669345, newlift holdings  ,"['newlift', 'holdings']",newlift holdings
5712,0f25d28d16c517ca6e380274cfbb11cf,,2023-10-03 04:04:28,117000_Chong Aik International Pte Ltd,Misc,recurring,315.48608,1.5319276,5.839526, chong aik international  ,"['chong', 'aik', 'international']",chong aik international
5718,aa73d4503222dc7d31d66eb3eb66a9f2,,2024-04-23 04:51:05,167458_Chinese Swimming Club,Misc,recurring,82.66342,0.3185196,1.5319276, chinese swimming club,"['chinese', 'swimming', 'club']",chinese swimming club
5720,b1df0b47f0daf37d438bc9c4bc4119af,,2023-11-02 04:05:00,90643_NIRVANA MEMORIAL GARDEN Pte. Ltd.,Misc,recurring,232.82266,1.1224024,4.3075984, nirvana memorial garden  ,"['nirvana', 'memorial', 'garden']",nirvana memorial garden
5729,6634e6eabb8e7a395b56350fc25a0177,,2023-11-28 04:34:19,144193_NEPTUNE COURT OWNERS ASSOCIATION,Misc,recurring,170.3548994,0.7887152,3.1548608, neptune court owners association,"['neptune', 'court', 'owners', 'association']",neptune court owners association
5731,0d0976bf7495ce78200d8608f6a5e73d,,2024-07-23 04:15:18,200476_Peh Bus Service,Misc,recurring,134.23326,0.5991202,2.4799026, peh bus service,"['peh', 'bus', 'service']",peh bus service
5737,2c53c2c78711f9cb6027fda888a3624f,,2023-12-14 09:21:07,76308_VINCAR LEASING AND RENTAL PTE LTD,Misc,recurring,3235.24908,17.2303936,59.8513496, vincar leasing and rental  ,"['vincar', 'leasing', 'rental']",vincar leasing rental
